싸다,,0.67,,0.33,,,,,
후,,0.25,,,0.31,0.19,0.12,0.12,
불태우다,,1,,,,,,,
rip,,1,,,,,,,
뚫다,,0.57,0.43,,,,,,
말리다,,0.57,,,,0.43,,,
높이다,,1,,,,,,,
멜로디,,1,,,,,,,
흥얼거리다,,1,,,,,,,
오우,,1,,,,,,,
shit,,0.5,,,,0.5,,,
신,,0.57,0.43,,,,,,
먹다,,0.11,0.21,0.18,0.16,0.21,0.08,,0.05
레오,,1,,,,,,,
step,,1,,,,,,,
주인공,,0.57,0.43,,,,,,
바라,,0.44,,0.22,,,0.33,,
도시,,0.57,0.43,,,,,,
올리다,,0.44,0.22,,,0.33,,,
여행,,0.5,,0.5,,,,,
어리다,,0.15,0.41,,0.15,,0.07,0.11,0.11
가리다,,0.19,0.24,,0.29,0.14,,0.05,0.1
바바,,1,,,,,,,
huh,,0.33,0.33,,,0.33,,,
붙다,,0.33,,0.22,,0.33,,,0.11
fantastic,,1,,,,,,,
이건,,0.1,0.27,,0.1,0.47,,,0.07
hit,,1,,,,,,,
music,,1,,,,,,,
쌓이다,,0.17,0.22,0.17,,0.17,0.06,,0.22
다니다,,0.5,,,,,0.33,0.17,
money,,0.43,0.57,,,,,,
pop,,0.3,0.3,,,0.4,,,
prr,,1,,,,,,,
mind,,0.6,,,,,0.2,,0.2
need,,0.6,,,,,,0.4,
mister,,1,,,,,,,
찍다,,0.2,0.4,,,0.4,,,
벗다,,1,,,,,,,
밤새다,,0.43,,0.29,0.29,,,,
건배,,1,,,,,,,
city,,1,,,,,,,
지구,,0.38,0.62,,,,,,
들어오다,,0.38,0.38,0.25,,,,,
시다,,1,,,,,,,
보니,,0.27,0.27,,0.27,,,,0.18
쏟아지다,,0.43,,,0.43,,,,0.14
탬버린,,1,,,,,,,
지나가다,,0.1,,0.13,0.13,,0.07,0.4,0.17
본능,,1,,,,,,,
당기다,,0.75,,,,,,,0.25
짜증,,0.5,,,,0.5,,,
left,,1,,,,,,,
마법,,1,,,,,,,
yes,,0.5,0.5,,,,,,
sir,,1,,,,,,,
펴다,,0.21,0.57,0.21,,,,,
feeling,,0.6,,0.4,,,,,
걸리다,,0.5,,,0.5,,,,
느리다,,0.6,,,0.4,,,,
yo,,0.5,0.5,,,,,,
가치,,0.5,0.5,,,,,,
모아,,1,,,,,,,
목,,0.5,0.5,,,,,,
em,,1,,,,,,,
burn,,1,,,,,,,
자유,,0.27,0.55,0.18,,,,,
들이대다,,1,,,,,,,
호랑나비,,1,,,,,,,
리듬파워,,1,,,,,,,
싫다,,0.02,0.11,,0.1,0.56,0.13,0.02,0.06
막차,,1,,,,,,,
들뜨다,,1,,,,,,,
long,,1,,,,,,,
moonlight,,1,,,,,,,
눈치,,0.3,,,,0.7,,,
여기저기,,1,,,,,,,
singing,,1,,,,,,,
야야,,1,,,,,,,
표정,,0.12,,0.12,0.28,0.16,0.12,0.04,0.16
까맣다,,0.25,,0.17,0.25,,,,0.33
light,,1,,,,,,,
문,,0.5,,0.33,,,,,0.17
속도,,1,,,,,,,
아이돌,,1,,,,,,,
멋쟁이,,0.6,,0.4,,,,,
맥주,,1,,,,,,,
감정,,0.12,,,0.25,0.29,0.17,0.08,0.08
곡,,0.43,0.57,,,,,,
수저,,1,,,,,,,
세리머니,,1,,,,,,,
떠들다,,1,,,,,,,
제주,,1,,,,,,,
예술,,1,,,,,,,
수리,,1,,,,,,,
목이,,0.5,,,0.33,,,0.17,
원래,,0.19,0.19,,0.25,0.25,,,0.12
거지,,0.38,,0.25,,0.38,,,
sexy,,1,,,,,,,
재밌다,,0.43,0.57,,,,,,
깡,,1,,,,,,,
저음,,1,,,,,,,
배,,0.16,0.21,0.11,,0.26,0.16,0.11,
쏘다,,1,,,,,,,
날개,,0.38,,0.25,,,,,0.38
달다,,0.23,0.23,0.23,,0.15,,,0.15
hands,,1,,,,,,,
뜬구름,,1,,,,,,,
파,,0.5,,,,,,0.5,
넓다,,0.5,0.5,,,,,,
뛰놀다,,1,,,,,,,
가사,,0.13,0.43,0.09,0.09,0.26,,,
반짝이다,,1,,,,,,,
노,,0.38,,,,0.62,,,
죽이다,,0.3,,,,0.5,0.2,,
ay,,0.3,0.7,,,,,,
벌다,,,0.88,,,0.12,,,
성공,,,0.8,,,0.13,,,0.07
깨,,,1,,,,,,
자신,,,0.34,0.1,0.22,0.14,0.04,0.06,0.1
미래,,,0.54,0.21,,0.18,,,0.07
포기,,,1,,,,,,
way,,,0.73,,,0.27,,,
일어나다,,,0.69,0.31,,,,,
still,,,0.73,,,,,0.13,0.13
life,,,0.71,0.21,,,,0.07,
꿈꾸다,,,0.62,0.19,,,0.12,0.06,
independent,,,1,,,,,,
이루어지다,,,1,,,,,,
vvs,,,1,,,,,,
대하다,,,0.62,,,0.38,,,
기회,,,0.5,,0.19,0.19,,,0.12
배우다,,,0.62,0.15,,0.23,,,
욕심,,,0.42,,0.16,0.26,0.11,0.05,
의심,,,0.78,0.22,,,,,
top,,,1,,,,,,
청춘,,,0.64,0.36,,,,,
적다,,,0.64,,0.18,,0.18,,
현실,,,0.24,,0.17,0.14,0.17,0.03,0.24
바뀌다,,,0.6,,0.2,,,0.2,
태어나다,,,0.6,0.2,,,,0.1,0.1
어른,,,0.43,,,,,,0.57
상상,,,0.6,0.4,,,,,
see,,,0.86,,,,,0.14,
요즘,,,0.35,0.29,,0.18,0.18,,
올라가다,,,1,,,,,,
애,,,0.43,0.14,,0.21,0.14,0.07,
한계,,,0.86,,,,,,0.14
im,,,0.3,,,0.2,0.5,,
mr,,,0.6,,,,0.4,,
real,,,0.75,,,,,,0.25
never,,,0.45,,,0.36,0.18,,
실패,,,0.71,,,,0.14,,0.14
부리다,,,0.38,0.31,,0.23,,,0.08
game,,,1,,,,,,
욕,,,0.17,,,0.83,,,
awake,,,0.83,,,,,,0.17
gotta,,,1,,,,,,
젊음,,,1,,,,,,
바쁘다,,,0.25,0.2,,0.25,0.15,0.15,
열정,,,1,,,,,,
겪다,,,1,,,,,,
가두다,,,0.45,,,,0.09,0.09,0.36
star,,,1,,,,,,
자랑,,,1,,,,,,
man,,,1,,,,,,
차,,,1,,,,,,
젊다,,,0.71,0.29,,,,,
many,,,1,,,,,,
답,,,0.5,,,0.3,,0.2,
넘어지다,,,1,,,,,,
도전,,,1,,,,,,
탓,,,0.33,,,0.42,0.08,,0.17
young,,,1,,,,,,
잘살다,,,0.57,0.29,,,,0.14,
새끼,,,0.21,,,0.79,,,
선택,,,0.57,,,,,,0.43
바닥,,,1,,,,,,
give,,,1,,,,,,
정상,,,1,,,,,,
dreams,,,1,,,,,,
해내다,,,0.36,,0.55,,,,0.09
주변,,,0.57,,,0.43,,,
생기다,,,0.25,,0.38,0.25,,,0.12
가족,,,0.67,,,,,,0.33
희망,,,0.57,0.43,,,,,
쫓다,,,1,,,,,,
돌아오다,,,0.07,,0.13,0.06,0.19,0.52,0.04
사,,,0.67,0.33,,,,,
긍정,,,1,,,,,,
노력,,,0.29,,0.36,0.21,,0.14,
걸어가다,,,0.36,0.27,,,0.36,,
망하다,,,1,,,,,,
명예,,,1,,,,,,
fan,,,1,,,,,,
공연,,,1,,,,,,
떨다,,,0.57,,,,,,0.43
팬,,,1,,,,,,
승리,,,1,,,,,,
걸음,,,0.27,0.2,0.33,,0.2,,
아니야,,,0.29,,0.36,0.21,,0.14,
열대야,,,1,,,,,,
마이크,,,1,,,,,,
게임,,,1,,,,,,
부정,,,1,,,,,,
놓다,,,0.19,0.19,0.19,0.25,,,0.19
믿음,,,1,,,,,,
의미,,,0.12,0.08,,0.29,0.38,,0.12
땀,,,1,,,,,,
얻다,,,1,,,,,,
밝다,,,0.25,0.67,,,,0.08,
자신감,,,1,,,,,,
위험,,,1,,,,,,
주위,,,0.3,,,0.3,0.3,,0.1
두르다,,,1,,,,,,
bottom,,,1,,,,,,
world,,,1,,,,,,
남기다,,,0.09,,0.09,0.09,0.31,0.34,0.09
키우다,,,0.75,,,,0.25,,
부잣집,,,1,,,,,,
아들,,,0.5,0.5,,,,,
삼다,,,1,,,,,,
부모,,,1,,,,,,
different,,,1,,,,,,
주제,,,1,,,,,,
나라,,,0.6,,,,,,0.4
boi,,,1,,,,,,
부시다,,,0.5,,,0.5,,,
mad,,,1,,,,,,
미루다,,,0.75,,,,,0.25,
care,,,0.5,,,0.5,,,
싸움,,,0.43,,,0.57,,,
눕다,,,0.38,,,,0.62,,
서울시,,,1,,,,,,
확신,,,0.6,,,,,,0.4
부딪히다,,,1,,,,,,
키보드,,,1,,,,,,
yah,,,1,,,,,,
시대,,,1,,,,,,
TRUE,,,0.6,,,,,,0.4
백기,,,1,,,,,,
발전,,,1,,,,,,
괴롭다,,,0.23,,0.62,,,,0.15
밑,,,1,,,,,,
싫어하다,,,0.6,,0.4,,,,
변명,,,0.27,,,0.64,0.09,,
무시,,,1,,,,,,
금,,,1,,,,,,
늘다,,,0.75,,,,,0.25,
벽,,,1,,,,,,
뛰어넘다,,,1,,,,,,
새기다,,,0.33,,0.67,,,,
내려가다,,,0.6,0.4,,,,,
생,,,1,,,,,,
fame,,,1,,,,,,
예,,,0.23,0.54,,,0.23,,
위치,,,1,,,,,,
shout,,,1,,,,,,
비웃다,,,0.33,,,0.67,,,
나아가다,,,0.5,,,,,,0.5
따라오다,,,0.75,,,,,0.25,
pay,,,1,,,,,,
어렵다,,,0.23,,0.38,0.31,0.08,,
어둡다,,,0.15,,,,0.3,,0.55
시도,,,1,,,,,,
해보다,,,0.43,0.29,,0.29,,,
나이,,,0.6,,,,,,0.4
아이,,,0.5,0.5,,,,,
깨닫다,,,0.43,,,,0.29,0.29,
ready,,,1,,,,,,
신념,,,1,,,,,,
한국,,,1,,,,,,
패기,,,1,,,,,,
한숨,,,0.3,,0.5,,,0.2,
털다,,,0.38,,0.38,,,0.25,
air,,,1,,,,,,
인정,,,0.33,,,0.44,0.22,,
뜻,,,1,,,,,,
선생님,,,1,,,,,,
side,,,1,,,,,,
커서,,,1,,,,,,
무섭다,,,0.14,,0.1,0.1,0.1,,0.57
갈고,,,1,,,,,,
존,,,0.5,,,0.5,,,
working,,,1,,,,,,
경쟁,,,1,,,,,,
래퍼,,,1,,,,,,
쥐다,,,0.6,,,0.4,,,
세상사,,,1,,,,,,
법,,,0.27,0.18,0.27,,,,0.27
축복,,,0.43,0.57,,,,,
head,,,1,,,,,,
일으키다,,,1,,,,,,
달라지다,,,0.43,,,0.43,,0.14,
험하다,,,1,,,,,,
finally,,,1,,,,,,
가수,,,1,,,,,,
피어,,,1,,,,,,
부자,,,1,,,,,,
회사,,,1,,,,,,
cd,,,1,,,,,,
다짐,,,0.33,,0.33,,0.22,0.11,
헤치다,,,1,,,,,,
용기,,,0.5,,,,,,0.5
흔들리다,,,1,,,,,,
영매,,,1,,,,,,
upside,,,1,,,,,,
음,,,0.17,0.33,,,,0.5,
low,,,1,,,,,,
finger,,,1,,,,,,
lickin,,,1,,,,,,
happy,,,,1,,,,,
편하다,,,,0.64,,,0.07,0.07,0.21
커다랗다,,,,1,,,,,
행운,,,,1,,,,,
괜찮다,,,,0.19,0.47,0.14,0.06,0.06,0.08
things,,,,1,,,,,
앉다,,,,0.29,0.19,0.14,0.14,0.14,0.1
그대와 함께,,,,0.86,,,,0.14,
viva,,,,1,,,,,
어쩌다,,,,0.31,0.12,0.19,0.12,0.25,
창문,,,,0.83,,,,0.17,
날씨,,,,1,,,,,
건강,,,,1,,,,,
돌아가다,,,,0.11,0.13,0.18,0.21,0.37,
primavera,,,,1,,,,,
수많다,,,,0.27,0.33,,0.07,,0.33
밥,,,,1,,,,,
지하철,,,,1,,,,,
새,,,,1,,,,,
나아지다,,,,0.8,,,0.2,,
기쁨,,,,1,,,,,
가요,,,,0.31,0.54,,0.15,,
morning,,,,1,,,,,
껴안다,,,,1,,,,,
영화,,,,0.33,0.25,,0.33,0.08,
반갑다,,,,1,,,,,
웃어봐,,,,1,,,,,
차차,,,,1,,,,,
버스,,,,1,,,,,
좋아서,,,,0.6,0.4,,,,
어울리다,,,,1,,,,,
다시다,,,,0.14,0.41,0.36,,0.09,
아쉽다,,,,0.23,0.46,,0.31,,
anything,,,,1,,,,,
빌다,,,,0.3,0.4,0.3,,,
차갑다,,,,0.1,0.13,0.13,0.48,,0.16
풍경,,,,1,,,,,
기대,,,,0.3,0.3,,0.3,0.1,
발걸음,,,,1,,,,,
릴,,,,1,,,,,
이르다,,,,1,,,,,
창밖,,,,1,,,,,
냄새,,,,1,,,,,
okay,,,,0.5,,0.5,,,
살아오다,,,,0.6,,,0.4,,
holiday,,,,1,,,,,
problem,,,,1,,,,,
당장,,,,0.43,,0.57,,,
Fall In Love,1,,,1,,,,,
불어오다,,,,0.75,,,0.25,,
사진,,,,0.1,0.48,0.23,0.1,0.1,
긴장,,,,1,,,,,
풀다,,,,1,,,,,
평화,,,,1,,,,,
커피,,,,1,,,,,
ice,,,,1,,,,,
cream,,,,1,,,,,
맛있다,,,,1,,,,,
오랜만,,,,0.5,,,,,0.5
여유,,,,1,,,,,
둥글다,,,,1,,,,,
공기,,,,1,,,,,
편안,,,,0.33,,,0.33,0.33,
바람이 분다,,,,1,,,,,
빌어,,,,0.4,0.6,,,,
속삭임,,,,1,,,,,
주문,,,,1,,,,,
쓸데없다,,,,1,,,,,
gonna,,,,1,,,,,
끝없다,,,,1,,,,,
서툴다,,,,0.29,0.43,,,0.29,
강,,,,1,,,,,
똑같다,,,,0.13,,0.6,0.13,0.13,
흘리다,,,,0.07,0.74,0.11,,,0.07
후후,,,,1,,,,,
enjoy,,,,1,,,,,
하하하,,,,1,,,,,
슈퍼스타,,,,1,,,,,
계획,,,,1,,,,,
불안,,,,0.11,0.72,,,,0.17
매일,,,,0.33,0.5,,,,0.17
구겨지다,,,,1,,,,,
승강장,,,,1,,,,,
가도,,,,0.18,0.45,,0.18,0.18,
계단,,,,1,,,,,
밤하늘,,,,1,,,,,
일기,,,,1,,,,,
민트,,,,1,,,,,
젖다,,,,0.15,0.31,0.31,,0.23,
응석,,,,1,,,,,
딸,,,,1,,,,,
노랫소리,,,,1,,,,,
들려오다,,,,1,,,,,
동기,,,,1,,,,,
비다,,,,0.05,0.11,0.08,0.65,0.05,0.05
산책,,,,1,,,,,
어우러지다,,,,1,,,,,
학교,,,,1,,,,,
토,,,,1,,,,,
학,,,,1,,,,,
조카,,,,1,,,,,
live,,,,0.5,,,,,0.5
coming,,,,1,,,,,
유일한,,,,1,,,,,
일상,,,,0.67,,,,0.33,
찾아가다,,,,0.4,,,,0.6,
안전벨트,,,,1,,,,,
phone,,,,0.67,,,0.33,,
온종일,,,,0.67,,,0.33,,
가볍다,,,,0.5,,,,0.5,
만족,,,,1,,,,,
face,,,,0.33,,0.67,,,
겁,,,,0.06,,,0.03,,0.91
앞으로,,,,0.67,,,,0.33,
덕분,,,,0.67,,,0.33,,
창,,,,0.5,0.5,,,,
스치다,,,,0.09,0.18,,0.18,0.45,0.09
해진,,,,0.5,0.5,,,,
하면,,,,1,,,,,
feet,,,,1,,,,,
신비,,,,1,,,,,
위로,,,,0.15,0.62,,,0.23,
놓이다,,,,1,,,,,
세계,,,,1,,,,,
웃음꽃,,,,1,,,,,
녹이다,,,,1,,,,,
동전,,,,1,,,,,
소망,,,,0.29,,,0.43,,0.29
stay,,,,0.33,,,0.67,,
녹다,,,,0.22,0.44,,,,0.33
온기,,,,1,,,,,
paradise,,,,1,,,,,
천사,,,,1,,,,,
다치다,,,,0.4,0.6,,,,
퇴근,,,,1,,,,,
훗날,,,,0.5,,,,0.5,
새다,,,,1,,,,,
cake,,,,1,,,,,
이불,,,,1,,,,,
다이아몬드,,,,1,,,,,
닮다,,,,0.4,,,0.2,0.4,
이란,,,,0.25,0.38,0.38,,,
피어나다,,,,1,,,,,
고요한,,,,1,,,,,
안식처,,,,1,,,,,
그런지,,,,1,,,,,
산,,,,1,,,,,
소녀,,,,1,,,,,
chocolate,,,,1,,,,,
낙원,,,,1,,,,,
알아주다,,,,1,,,,,
예상,,,,1,,,,,
이별,,,,,0.8,,0.02,0.16,0.02
밉다,,,,,0.68,0.16,0.08,0.08,
상처,,,,,0.51,0.14,,0.19,0.16
애쓰다,,,,,0.74,,0.09,0.17,
돌아서다,,,,,0.74,,0.26,,
무너지다,,,,,0.58,0.21,,,0.21
견디다,,,,,0.5,,0.36,0.14,
미련,,,,,1,,,,
서럽다,,,,,1,,,,
잊히다,,,,,0.36,,0.16,0.28,0.2
텐,,,,,1,,,,
미워하다,,,,,0.8,,,0.2,
그리워,,,,,0.21,,0.12,0.61,0.06
찢다,,,,,0.7,0.3,,,
붙잡다,,,,,0.28,0.12,0.08,0.24,0.28
외면,,,,,0.58,,0.25,,0.17
한장,,,,,0.88,,0.12,,
힘겹다,,,,,0.78,,,0.22,
우울,,,,,1,,,,
이해,,,,,0.32,0.47,0.21,,
아무렇다,,,,,0.3,0.15,0.3,0.15,0.1
생각나다,,,,,0.46,,0.08,0.46,
떠오르다,,,,,0.6,,,0.4,
습관,,,,,0.43,0.43,0.07,0.07,
한참,,,,,0.55,,0.45,,
남이,,,,,1,,,,
흐리다,,,,,0.55,,,0.45,
괴롭히다,,,,,0.43,0.29,,0.21,0.07
sorry,,,,,1,,,,
침묵,,,,,1,,,,
라면,,,,,1,,,,
아파서,,,,,1,,,,
되돌리다,,,,,0.71,,,0.29,
부족,,,,,0.83,,,0.17,
닦다,,,,,0.71,,,,0.29
뒷모습,,,,,0.42,,0.33,0.25,
작아지다,,,,,1,,,,
군가,,,,,0.38,0.38,0.23,,
무겁다,,,,,1,,,,
맺히다,,,,,1,,,,
차오르다,,,,,0.5,,,0.38,0.12
사연,,,,,1,,,,
찢어지다,,,,,0.57,,,,0.43
한마디,,,,,0.4,0.6,,,
오늘밤,,,,,0.67,,0.33,,
가져가다,,,,,0.44,,0.11,0.44,
끌다,,,,,1,,,,
못나다,,,,,1,,,,
그립다,,,,,0.08,,0.08,0.85,
한쪽,,,,,1,,,,
찢기다,,,,,1,,,,
편지,,,,,0.8,,0.2,,
술잔,,,,,1,,,,
시련,,,,,1,,,,
조차,,,,,0.5,,0.25,,0.25
쓰러지다,,,,,1,,,,
고여,,,,,1,,,,
부서지다,,,,,0.67,,,,0.33
하루하루,,,,,0.5,,0.25,0.25,
굳다,,,,,0.4,,0.2,0.2,0.2
담배,,,,,0.44,0.56,,,
약하다,,,,,0.44,0.33,0.22,,
우산,,,,,1,,,,
버티다,,,,,0.8,,,0.2,
인지,,,,,1,,,,
종이,,,,,0.6,,,,0.4
피,,,,,0.3,0.7,,,
예감,,,,,0.75,,,0.25,
마르다,,,,,1,,,,
화가,,,,,0.5,0.5,,,
곤란,,,,,1,,,,
엎질러지다,,,,,1,,,,
비참,,,,,0.6,,,,0.4
무디다,,,,,0.27,,0.55,,0.18
이기,,,,,0.6,,0.4,,
알,,,,,1,,,,
달아나다,,,,,1,,,,
접다,,,,,1,,,,
너머,,,,,1,,,,
말투,,,,,0.75,,,0.25,
안나,,,,,1,,,,
저녁,,,,,0.5,,0.33,0.17,
작별,,,,,1,,,,
떠나지마,,,,,1,,,,
꺼내다,,,,,0.25,,,0.25,0.5
병,,,,,1,,,,
검다,,,,,0.5,,,,0.5
bad,,,,,0.27,0.73,,,
매달리다,,,,,1,,,,
그동안,,,,,0.75,,,0.25,
어지럽다,,,,,1,,,,
삼키다,,,,,0.75,,,0.25,
슬퍼하다,,,,,1,,,,
흔적,,,,,0.17,,,0.83,
서글프다,,,,,0.75,,,0.25,
밀리다,,,,,1,,,,
망가지다,,,,,1,,,,
아물다,,,,,1,,,,
미움,,,,,0.75,,,0.25,
벗어나다,,,,,0.38,0.62,,,
동안,,,,,0.6,,0.4,,
커지다,,,,,0.3,0.3,0.2,0.2,
푸다,,,,,1,,,,
빗물,,,,,1,,,,
깨지다,,,,,1,,,,
갈라놓다,,,,,1,,,,
쓰라리다,,,,,1,,,,
cry,,,,,1,,,,
여리다,,,,,1,,,,
모질다,,,,,1,,,,
잊어버리다,,,,,0.5,,,0.5,
겹다,,,,,0.6,,,0.4,
어긋나다,,,,,1,,,,
지겹다,,,,,0.27,0.36,0.27,0.09,
죄,,,,,0.6,,,0.4,
pick,,,,,1,,,,
rain,,,,,1,,,,
정도,,,,,0.33,0.67,,,
박히다,,,,,0.33,0.5,,0.17,
거짓말,,,,,0.04,0.81,0.06,0.02,0.06
내 여자,,,,,1,,,,
주저앉히다,,,,,1,,,,
뜸,,,,,1,,,,
들이다,,,,,1,,,,
방법,,,,,1,,,,
다리,,,,,0.5,,0.5,,
행동,,,,,0.4,0.6,,,
나쁘다,,,,,0.13,0.8,,0.07,
지나치다,,,,,0.4,,,0.6,
최선,,,,,1,,,,
건지,,,,,1,,,,
귓가,,,,,1,,,,
메이다,,,,,1,,,,
번호,,,,,0.67,,,0.33,
붉어지다,,,,,1,,,,
끝내다,,,,,0.67,,,,0.33
자연,,,,,1,,,,
바래다주다,,,,,1,,,,
거짓,,,,,0.29,0.71,,,
쌓다,,,,,1,,,,
정신,,,,,0.29,0.71,,,
부,,,,,1,,,,
어젯밤,,,,,0.4,0.6,,,
실감,,,,,1,,,,
노을,,,,,0.5,,,0.5,
장,,,,,1,,,,
베이,,,,,1,,,,
줄이다,,,,,1,,,,
저물다,,,,,1,,,,
다음날,,,,,1,,,,
이때,,,,,1,,,,
전화기,,,,,1,,,,
하,,,,,1,,,,
대다,,,,,0.29,,0.14,0.29,0.29
야속,,,,,1,,,,
마,,,,,1,,,,
원망,,,,,0.33,0.5,,0.17,
fuck,,,,,,1,,,
잘못,,,,,,0.76,0.12,,0.12
x,,,,,,1,,,
뻔하다,,,,,,1,,,
blind,,,,,,1,,,
악연,,,,,,1,,,
mouth,,,,,,1,,,
blah,,,,,,1,,,
비키다,,,,,,1,,,
hate,,,,,,0.75,,,0.25
대체,,,,,,1,,,
관심,,,,,,0.82,0.18,,
치우다,,,,,,1,,,
뱉다,,,,,,1,,,
증오,,,,,,0.73,,,0.27
더럽다,,,,,,1,,,
막히다,,,,,,1,,,
집다,,,,,,1,,,
shuts,,,,,,1,,,
미친개,,,,,,1,,,
끼,,,,,,1,,,
짓,,,,,,1,,,
남은,,,,,,0.39,0.39,0.11,0.11
자존심,,,,,,1,,,
마라,,,,,,1,,,
니들,,,,,,1,,,
병신,,,,,,1,,,
웃기다,,,,,,1,,,
구속,,,,,,1,,,
꼴,,,,,,1,,,
피곤,,,,,,0.86,,0.14,
집착,,,,,,1,,,
가짜,,,,,,1,,,
block,,,,,,1,,,
really,,,,,,1,,,
Hate You,,,,,,1,,,
내버리다,,,,,,0.75,0.25,,
까다,,,,,,0.62,,0.38,
dog,,,,,,1,,,
미친놈,,,,,,1,,,
상태,,,,,,1,,,
please,,,,,,0.42,,,0.58
화,,,,,,1,,,
속이다,,,,,,1,,,
빨아먹다,,,,,,1,,,
망치다,,,,,,1,,,
오해,,,,,,1,,,
귀찮다,,,,,,1,,,
갖다,,,,,,1,,,
실수,,,,,,0.71,,,0.29
상관없다,,,,,,0.83,,,0.17
말도,,,,,,1,,,
미친년,,,,,,1,,,
지껄이다,,,,,,1,,,
오빠,,,,,,1,,,
허락,,,,,,1,,,
닥치다,,,,,,1,,,
연락,,,,,,0.5,0.25,0.25,
넘기다,,,,,,1,,,
저주,,,,,,0.67,,,0.33
eah,,,,,,1,,,
스타,,,,,,1,,,
불편,,,,,,1,,,
역겹다,,,,,,1,,,
ugly,,,,,,1,,,
lovely,,,,,,1,,,
짓거리,,,,,,1,,,
박다,,,,,,1,,,
핑계,,,,,,1,,,
그만두다,,,,,,0.8,0.2,,
당하다,,,,,,1,,,
버릇,,,,,,1,,,
bitch,,,,,,1,,,
피해,,,,,,1,,,
빨다,,,,,,1,,,
아빠,,,,,,1,,,
풍기다,,,,,,1,,,
스타일,,,,,,0.8,,0.2,
우습다,,,,,,0.8,,0.2,
패배,,,,,,1,,,
쳐다보다,,,,,,1,,,
비교,,,,,,1,,,
밀어내다,,,,,,1,,,
완전,,,,,,1,,,
남편,,,,,,1,,,
악몽,,,,,,0.43,,,0.57
복수,,,,,,0.6,,,0.4
심하다,,,,,,1,,,
look,,,,,,1,,,
인,,,,,,1,,,
굴지,,,,,,1,,,
불행,,,,,,1,,,
그놈,,,,,,1,,,
빌어먹다,,,,,,1,,,
도움,,,,,,1,,,
깨물다,,,,,,0.75,,,0.25
정리,,,,,,1,,,
tv,,,,,,1,,,
사다,,,,,,1,,,
배로,,,,,,1,,,
신아,,,,,,1,,,
없어,,,,,,0.43,,0.57,
mosquito,,,,,,1,,,
대로,,,,,,1,,,
woah,,,,,,1,,,
reset,,,,,,1,,,
씹다,,,,,,1,,,
베어,,,,,,0.75,,0.25,
연예인,,,,,,1,,,
제자리,,,,,,1,,,
팔리다,,,,,,1,,,
친하다,,,,,,1,,,
어설프다,,,,,,1,,,
진리,,,,,,1,,,
verse,,,,,,1,,,
드라마,,,,,,1,,,
찌르다,,,,,,1,,,
오래전,,,,,,1,,,
뺏다,,,,,,1,,,
썩다,,,,,,1,,,
경고,,,,,,1,,,
싸우다,,,,,,0.75,,,0.25
지각,,,,,,1,,,
다물다,,,,,,1,,,
다투다,,,,,,0.6,,0.4,
aye,,,,,,1,,,
틀리다,,,,,,1,,,
님,,,,,,1,,,
밟다,,,,,,1,,,
재미없다,,,,,,1,,,
서두르다,,,,,,1,,,
두려움,,,,,,0.23,,,0.77
속다,,,,,,1,,,
남자들,,,,,,1,,,
예지,,,,,,1,,,
부끄럽다,,,,,,1,,,
바지,,,,,,1,,,
암,,,,,,1,,,
캐다,,,,,,1,,,
애기,,,,,,1,,,
글,,,,,,1,,,
lonely,,,,,,,1,,
외로움,,,,,,,0.83,0.08,0.08
dat,,,,,,,1,,
빈자리,,,,,,,1,,
ra,,,,,,,1,,
계절,,,,,,,0.5,0.5,
침대,,,,,,,1,,
타나,,,,,,,1,,
헤매다,,,,,,,0.45,,0.55
그림자,,,,,,,0.56,,0.44
falling,,,,,,,1,,
군인,,,,,,,1,,
wish,,,,,,,1,,
soldier,,,,,,,1,,
해도,,,,,,,1,,
영혼,,,,,,,0.5,,0.5
돌고,,,,,,,1,,
이예,,,,,,,1,,
home,,,,,,,1,,
흘러가다,,,,,,,0.38,0.25,0.38
도망치다,,,,,,,0.6,,0.4
방안,,,,,,,1,,
낯선,,,,,,,1,,
alone,,,,,,,0.38,,0.62
춥다,,,,,,,1,,
두지,,,,,,,1,,
의지,,,,,,,0.67,,0.33
달래다,,,,,,,1,,
ive,,,,,,,1,,
letters,,,,,,,1,,
thats,,,,,,,1,,
mail,,,,,,,1,,
forgotten,,,,,,,1,,
체온,,,,,,,1,,
낯설다,,,,,,,1,,
고독,,,,,,,1,,
돌이킬 수 없는,,,,,,,1,,
거닐다,,,,,,,0.67,0.33,
비틀거리다,,,,,,,1,,
레,,,,,,,1,,
소용없다,,,,,,,0.4,0.6,
잡히다,,,,,,,0.5,0.5,
worry,,,,,,,1,,
아쉬움,,,,,,,0.67,0.33,
골목길,,,,,,,0.5,,0.5
주저앉다,,,,,,,1,,
척,,,,,,,1,,
닫히다,,,,,,,1,,
메우다,,,,,,,1,,
낙엽,,,,,,,1,,
떠돌다,,,,,,,1,,
먼지,,,,,,,0.67,,0.33
걸어오다,,,,,,,1,,
눈길,,,,,,,1,,
돌아보다,,,,,,,0.67,0.33,
가야,,,,,,,1,,
gone,,,,,,,1,,
홀로,,,,,,,1,,
거란,,,,,,,1,,
갇히다,,,,,,,0.25,,0.75
허탈,,,,,,,1,,
지갑,,,,,,,1,,
파다,,,,,,,0.2,0.6,0.2
breathing,,,,,,,1,,
한구석,,,,,,,1,,
missing,,,,,,,0.33,0.67,
진,,,,,,,1,,
서성,,,,,,,1,,
