짙다,,,,,,,0.33,,0.67
내뱉다,,,,,,,1,,
말버릇,,,,,,,1,,
징징대다,,,,,,,1,,
착각,,,,,,,1,,
짐,,,,,,,0.5,0.5,
버겁다,,,,,,,1,,
티,,,,,,,1,,
괴로움,,,,,,,1,,
나리,,,,,,,1,,
시네,,,,,,,1,,
허물,,,,,,,1,,
뒤척이다,,,,,,,1,,
맡,,,,,,,1,,
휘청거리다,,,,,,,1,,
가누다,,,,,,,1,,
wonder,,,,,,,1,,
failed,,,,,,,1,,
우편물,,,,,,,1,,
letter,,,,,,,1,,
could,,,,,,,1,,
someone,,,,,,,1,,
서성거리다,,,,,,,1,,
비가,,,,,,,1,,
밤길,,,,,,,1,,
한순간,,,,,,,1,,
요금,,,,,,,1,,
헛되다,,,,,,,1,,
시력,,,,,,,1,,
대지,,,,,,,1,,
낮,,,,,,,0.5,,0.5
슬리퍼,,,,,,,1,,
짝,,,,,,,1,,
발끝,,,,,,,1,,
겁먹다,,,,,,,,,1
떼,,,,,,,1,,
별도,,,,,,,1,,
다툼,,,,,,,0.5,0.5,
하지,,,,,,,1,,
화도,,,,,,,1,,
마디,,,,,,,1,,
장바구니,,,,,,,1,,
밑바닥,,,,,,,1,,
무지,,,,,,,1,,
꼴사납다,,,,,,,1,,
식탁,,,,,,,1,,
찬장,,,,,,,1,,
자작,,,,,,,1,,
사과,,,,,,,1,,
잔상,,,,,,,1,,
시추,,,,,,,1,,
반,,,,,,,1,,
화초,,,,,,,1,,
그리움,,,,,,,,1,
세월,,,,,,,,1,
그리워하다,,,,,,,,1,
그대에게,,,,,,,,1,
시절,,,,,,,,1,
가을,,,,,,,,1,
앓다,,,,,,,,1,
드리우다,,,,,,,,1,
far,,,,,,,,1,
그날들,,,,,,,,1,
돌이키다,,,,,,,,1,
하나로,,,,,,,,1,
순,,,,,,,,1,
닫다,,,,,,,,0.5,0.5
서성이다,,,,,,,,1,
Stay by my side,,,,,,,,1,
짙은,,,,,,,,0.4,0.6
안쓰럽다,,,,,,,,1,
쓰디쓰다,,,,,,,,1,
반대,,,,,,,,1,
보고,,,,,,,,1,
난,,,,,,,,1,
가시,,,,,,,,0.29,0.71
누르다,,,,,,,,1,
소식,,,,,,,,1,
서면역,,,,,,,,1,
카페,,,,,,,,1,
골목,,,,,,,,1,
한번,,,,,,,,1,
굿바이,,,,,,,,1,
데이,,,,,,,,1,
이여,,,,,,,,1,
그리움만 쌓이네,,,,,,,,1,
책임지다,,,,,,,,1,
되뇌다,,,,,,,,1,
사랑하니까,,,,,,,,1,
고향,,,,,,,,1,
갈다,,,,,,,,1,
흩어지다,,,,,,,,1,
마주치다,,,,,,,,1,
허공,,,,,,,,0.5,0.5
되돌아보다,,,,,,,,1,
준거,,,,,,,,1,
내 마음 속에,,,,,,,,1,
잠시,,,,,,,,1,
기억력,,,,,,,,1,
관하다,,,,,,,,1,
list,,,,,,,,1,
찬바람,,,,,,,,1,
하나,,,,,,,,1,
켜다,,,,,,,,1,
조용한 방,,,,,,,,1,
조심,,,,,,,,1,
darling,,,,,,,,1,
걷히다,,,,,,,,1,
아리다,,,,,,,,1,
갈리다,,,,,,,,1,
살수,,,,,,,,1,
비하다,,,,,,,,1,
덧칠,,,,,,,,1,
겉치레,,,,,,,,1,
무심,,,,,,,,1,
갈기다,,,,,,,,1,
흔들리지마,,,,,,,,1,
놓아주다,,,,,,,,1,
뒤늦다,,,,,,,,1,
지난날,,,,,,,,1,
잔소리,,,,,,,,1,
투정,,,,,,,,1,
아파하다,,,,,,,,1,
보아주다,,,,,,,,1,
아무리 미워도,,,,,,,,1,
데려가다,,,,,,,,1,
만인,,,,,,,,1,
파고들다,,,,,,,,1,
반쪽,,,,,,,,1,
전화번호,,,,,,,,1,
담,,,,,,,,1,
한때,,,,,,,,1,
지하상가,,,,,,,,1,
전포,,,,,,,,1,
메다,,,,,,,,1,
모,,,,,,,,1,
자르다,,,,,,,,1,
사랑하는 사람아,,,,,,,,1,
네가 좋아,,,,,,,,1,
새벽녘,,,,,,,,1,
별수,,,,,,,,1,
올해,,,,,,,,1,
소홀,,,,,,,,1,
부수다,,,,,,,,1,
어리석다,,,,,,,,1,
줍다,,,,,,,,1,
떠나보내다,,,,,,,,1,
무언,,,,,,,,1,
가로,,,,,,,,1,
엉망,,,,,,,,1,
pray,,,,,,,,1,
incomplete,,,,,,,,1,
엔,,,,,,,,1,
감옥,,,,,,,,1,
헝클어지다,,,,,,,,1,
hope,,,,,,,,1,
someday,,,,,,,,1,
soon,,,,,,,,1,
옷차림,,,,,,,,1,
이준,,,,,,,,1,
후회하지 않아,,,,,,,,1,
울면,,,,,,,,1,
사인,,,,,,,,1,
숨결,,,,,,,,1,
좁다,,,,,,,,1,
겁나다,,,,,,,,,1
butterfly,,,,,,,,,1
save,,,,,,,,,1
self,,,,,,,,,1
jesus,,,,,,,,,1
주의,,,,,,,,,1
연애,,,,,,,,,1
방황,,,,,,,,,1
eyes,,,,,,,,,1
eh,,,,,,,,,1
wa,,,,,,,,,1
혼돈,,,,,,,,,1
antidote,,,,,,,,,1
dark,,,,,,,,,1
죽음,,,,,,,,,1
양심,,,,,,,,,1
정답,,,,,,,,,1
악,,,,,,,,,1
선,,,,,,,,,1
인도,,,,,,,,,1
알리다,,,,,,,,,1
글씨,,,,,,,,,1
삼촌,,,,,,,,,1
issue,,,,,,,,,1
숲,,,,,,,,,1
untrue,,,,,,,,,1
대면,,,,,,,,,1
조이다,,,,,,,,,1
덮다,,,,,,,,,1
걷잡다,,,,,,,,,1
몰아치다,,,,,,,,,1
놓아두다,,,,,,,,,1
덧,,,,,,,,,1
번지다,,,,,,,,,1
물어보다,,,,,,,,,1
돕다,,,,,,,,,1
깨부수다,,,,,,,,,1
공포,,,,,,,,,1
암흑,,,,,,,,,1
속죄,,,,,,,,,1
빛깔,,,,,,,,,1
죄악,,,,,,,,,1
벌,,,,,,,,,1
도리,,,,,,,,,1
인가,,,,,,,,,1
묻히다,,,,,,,,,1
만약,,,,,,,,,1
주소,,,,,,,,,1
빨리다,,,,,,,,,1
구걸,,,,,,,,,1
자체,,,,,,,,,1
rise,,,,,,,,,1
품다,,,,,,,,,1
방문,,,,,,,,,1
done,,,,,,,,,1
어린애,,,,,,,,,1
보채다,,,,,,,,,1
목숨,,,,,,,,,1
갈라지다,,,,,,,,,1
자라다,,,,,,,,,1
그사이,,,,,,,,,1
put,,,,,,,,,1
show,,,,,,,,,1
강박,,,,,,,,,1
질투,,,,,,,,,1
bu,,,,,,,,,1
메마르다,,,,,,,,,1
free,,,,,,,,,1
해변의 카프카,,,,,,,,,1
훔치다,,,,,,,,,1
나비효과,,,,,,,,,1
칠흑,,,,,,,,,1
믿기다,,,,,,,,,1
손짓,,,,,,,,,1
표류,,,,,,,,,1
증발,,,,,,,,,1
쓰다듬다,,,,,,,,,1
덫,,,,,,,,,1
거칠다,,,,,,,,,1
해지,,,,,,,,,1
tried,,,,,,,,,1
잠깐,,,,,,,,,1
veins,,,,,,,,,1
looking,,,,,,,,,1
퍼지다,,,,,,,,,1
더 지,,,,,,,,,1
독하게,,,,,,,,,1
숨쉬기,,,,,,,,,1
close,,,,,,,,,1
초점,,,,,,,,,1
넘어서다,,,,,,,,,1
독,,,,,,,,,1
begging,,,,,,,,,1
적막,,,,,,,,,1
talk,,,,,,,,,1
날카롭다,,,,,,,,,1
둘러싸다,,,,,,,,,1
외톨이,,,,,,,,,1
방향,,,,,,,,,1
감,,,,,,,,,1
상실,,,,,,,,,1
일밤,,,,,,,,,1
나타나다,,,,,,,,,1
얼다,,,,,,,,,1
자질,,,,,,,,,1
얼어붙다,,,,,,,,,1
시위,,,,,,,,,1
화살,,,,,,,,,1
hurricane,,,,,,,,,1
졸라매다,,,,,,,,,1
허리끈,,,,,,,,,1
몸부림,,,,,,,,,1
치료,,,,,,,,,1
조작,,,,,,,,,1
jack,,,,,,,,,1
sparrow,,,,,,,,,1
어떡하다,,,,,,,,,1
끄떡없다,,,,,,,,,1
머나멀다,,,,,,,,,1
과녁,,,,,,,,,1
aider,,,,,,,,,1
초가,,,,,,,,,1
베다,,,,,,,,,1
칼날,,,,,,,,,1
되돌아오다,,,,,,,,,1
더럽히다,,,,,,,,,1
dreamin,,,,,,,,,1
para,,,,,,,,,1
noia,,,,,,,,,1
monster,,,,,,,,,1
escape,,,,,,,,,1
턱,,,,,,,,,1
find,,,,,,,,,1
hide,,,,,,,,,1
demons,,,,,,,,,1
nightmares,,,,,,,,,1
insane,,,,,,,,,1
